learning_rate,batch_size,dropout_rate,train_losses,train_accuracies,test_accuracies,final_acc,tpr,fpr,recall
0.001,128,0.3,"[0.6484870719231242, 0.4508207774259211, 0.38570534892198516, 0.34399759968121846, 0.3011097678808662, 0.26917064066340285, 0.24835890885291062, 0.21770368991343955, 0.1904917320342568, 0.14783652039562784, 0.11625156480122388, 0.09757475448333151, 0.07134454562896636, 0.05101424346609813, 0.04282924792146295, 0.03162890868942912, 0.029966777905337208, 0.022037372677549114, 0.014081716081657545, 0.013092747003566928, 0.008273992168800376, 0.008040145646053843, 0.006847967706408685, 0.005075654734259214, 0.004507754418272071]","[0.7154471544715447, 0.7723577235772358, 0.8260162601626017, 0.8390243902439024, 0.8764227642276423, 0.8878048780487805, 0.8902439024390244, 0.9073170731707317, 0.9211382113821138, 0.9422764227642276, 0.9552845528455285, 0.9650406504065041, 0.975609756097561, 0.9845528455284552, 0.989430894308943, 0.991869918699187, 0.9951219512195122, 0.9983739837398374, 0.9975609756097561, 0.9975609756097561, 0.9991869918699187, 0.9991869918699187, 0.9991869918699187, 0.9991869918699187, 1.0]","[0.7402597402597403, 0.7402597402597403, 0.7857142857142857, 0.8311688311688312, 0.8506493506493507, 0.8831168831168831, 0.8766233766233766, 0.8798701298701299, 0.8376623376623377, 0.935064935064935, 0.935064935064935, 0.9577922077922078, 0.9318181818181818, 0.935064935064935, 0.9253246753246753, 0.961038961038961, 0.9285714285714286, 0.9512987012987013, 0.9512987012987013, 0.9415584415584416, 0.961038961038961, 0.9448051948051948, 0.9577922077922078, 0.9545454545454546, 0.9642857142857143]",0.9642857142857143,[0.99122807],[0.1125],[0.99122807]
0.001,128,0.4,"[0.6150626031363883, 0.40355151271432393, 0.3416703858026644, 0.2765352366416435, 0.23903722113710107, 0.21402052829905255, 0.15491722902146782, 0.11885387296599101, 0.10936098762038278, 0.08880156411872647, 0.0550679192431574, 0.0349251299339339, 0.030096250445377535, 0.018821241915589426, 0.015937273619257338, 0.011160298653431539, 0.006966772897365859, 0.0064647920937012365, 0.004736920862223923, 0.0032083153160576655, 0.00438972192824008, 0.0042225299259208565, 0.0033182644970503037, 0.002835633438004832, 0.003655574609131772]","[0.7504065040650406, 0.7991869918699187, 0.8463414634146341, 0.8796747967479674, 0.8902439024390244, 0.9065040650406504, 0.9398373983739837, 0.9577235772357724, 0.9585365853658536, 0.967479674796748, 0.9821138211382113, 0.9910569105691057, 0.9926829268292683, 0.9983739837398374, 0.9959349593495935, 0.9991869918699187, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9991869918699187]","[0.7402597402597403, 0.8311688311688312, 0.7532467532467533, 0.7954545454545454, 0.8961038961038961, 0.8961038961038961, 0.9090909090909091, 0.8766233766233766, 0.9383116883116883, 0.9318181818181818, 0.8571428571428571, 0.9448051948051948, 0.9415584415584416, 0.9285714285714286, 0.9448051948051948, 0.9545454545454546, 0.9415584415584416, 0.9545454545454546, 0.948051948051948, 0.9545454545454546, 0.9383116883116883, 0.9577922077922078, 0.9512987012987013, 0.9448051948051948, 0.948051948051948]",0.948051948051948,[0.97807018],[0.1375],[0.97807018]
0.005,16,0.1,"[0.6235162799435903, 0.31978229497506366, 0.2900720525805543, 0.24410280966904105, 0.21635642118327986, 0.18693548508775912, 0.16175866772731146, 0.14786752946371953, 0.11841477302879821, 0.13353229682377685, 0.10188096523345486, 0.06419436143090328, 0.03780608569703451, 0.13054356533822006, 0.0804663649639039, 0.039441817614242314, 0.038246153452910665, 0.03348485795114704, 0.030774328207248836, 0.0717768254167423, 0.030130653388843666, 0.02012394147707865, 0.02678081814928583, 0.06683765510691053, 0.014132686520593499]","[0.7788617886178861, 0.8626016260162601, 0.8731707317073171, 0.9113821138211382, 0.908130081300813, 0.9227642276422764, 0.9406504065040651, 0.9447154471544715, 0.9504065040650407, 0.948780487804878, 0.9577235772357724, 0.9813008130081301, 0.9869918699186991, 0.9544715447154472, 0.9723577235772358, 0.9861788617886179, 0.9869918699186991, 0.9861788617886179, 0.9878048780487805, 0.9715447154471545, 0.989430894308943, 0.989430894308943, 0.9926829268292683, 0.9821138211382113, 0.9926829268292683]","[0.8376623376623377, 0.8733766233766234, 0.8993506493506493, 0.8701298701298701, 0.8993506493506493, 0.9090909090909091, 0.9188311688311688, 0.922077922077922, 0.9415584415584416, 0.9415584415584416, 0.9383116883116883, 0.9318181818181818, 0.9448051948051948, 0.8636363636363636, 0.9383116883116883, 0.9512987012987013, 0.9545454545454546, 0.935064935064935, 0.9383116883116883, 0.9123376623376623, 0.9448051948051948, 0.9545454545454546, 0.9577922077922078, 0.9577922077922078, 0.948051948051948]",0.948051948051948,[0.95614035],[0.075],[0.95614035]
0.005,16,0.2,"[0.5111975619463417, 0.32122638933057707, 0.27349417723291286, 0.25087050199508665, 0.19471011014004064, 0.19900582816784945, 0.17008635026168048, 0.1460698322203707, 0.10883533129604851, 0.08958979894111796, 0.09273410120267209, 0.0876941326187878, 0.1058395269985606, 0.039869911076001276, 0.039699556026749724, 0.05846921866570365, 0.031348509624660986, 0.018242913342508812, 0.049931582727950306, 0.05234719631877326, 0.050553437570162965, 0.02079346972305661, 0.0045374089376731186, 0.012402696195754178, 0.014467619348727204]","[0.7902439024390244, 0.8699186991869918, 0.8869918699186992, 0.8951219512195122, 0.9195121951219513, 0.9170731707317074, 0.9357723577235773, 0.9422764227642276, 0.9569105691056911, 0.9699186991869919, 0.9682926829268292, 0.9699186991869919, 0.9601626016260163, 0.9821138211382113, 0.9845528455284552, 0.9804878048780488, 0.9861788617886179, 0.9926829268292683, 0.9788617886178862, 0.9788617886178862, 0.9804878048780488, 0.9934959349593496, 0.9991869918699187, 0.9951219512195122, 0.9951219512195122]","[0.8409090909090909, 0.8928571428571429, 0.8441558441558441, 0.8766233766233766, 0.801948051948052, 0.8831168831168831, 0.9188311688311688, 0.9188311688311688, 0.8993506493506493, 0.9415584415584416, 0.9383116883116883, 0.8766233766233766, 0.935064935064935, 0.9188311688311688, 0.9642857142857143, 0.9545454545454546, 0.948051948051948, 0.9545454545454546, 0.9545454545454546, 0.8961038961038961, 0.9318181818181818, 0.9383116883116883, 0.9577922077922078, 0.961038961038961, 0.8441558441558441]",0.8441558441558441,[0.79824561],[0.025],[0.79824561]
0.005,16,0.3,"[0.6695686250198178, 0.3935789629453566, 0.3772825616161998, 0.31932818375951877, 0.26209879987608126, 0.26978695971694416, 0.24303471639873536, 0.20805966299239212, 0.18285693432378575, 0.15728830204504293, 0.16058985338947637, 0.12458750945099485, 0.13878822479609068, 0.11402374940916775, 0.1386473157783834, 0.08386352754584173, 0.06144498206326753, 0.061513482477909665, 0.05139639697423795, 0.031865138176268314, 0.0644342004896967, 0.03445375168590042, 0.03088809993904561, 0.0846899428143643, 0.04424284662430485]","[0.734959349593496, 0.7951219512195122, 0.8390243902439024, 0.8512195121951219, 0.8934959349593496, 0.8902439024390244, 0.9024390243902439, 0.9130081300813008, 0.9252032520325203, 0.9463414634146341, 0.9365853658536586, 0.9544715447154472, 0.948780487804878, 0.959349593495935, 0.943089430894309, 0.967479674796748, 0.9772357723577236, 0.9796747967479674, 0.9788617886178862, 0.989430894308943, 0.9764227642276423, 0.9902439024390244, 0.9853658536585366, 0.9723577235772358, 0.9829268292682927]","[0.7532467532467533, 0.7987012987012987, 0.8409090909090909, 0.801948051948052, 0.8993506493506493, 0.9123376623376623, 0.8993506493506493, 0.8538961038961039, 0.8571428571428571, 0.9285714285714286, 0.9448051948051948, 0.8961038961038961, 0.9415584415584416, 0.935064935064935, 0.9383116883116883, 0.9545454545454546, 0.9545454545454546, 0.948051948051948, 0.948051948051948, 0.9285714285714286, 0.9512987012987013, 0.9545454545454546, 0.9155844155844156, 0.935064935064935, 0.9155844155844156]",0.9155844155844156,[0.92105263],[0.1],[0.92105263]
0.005,16,0.4,"[0.6059518806818055, 0.3551171548482848, 0.33712229047848924, 0.2668979087859634, 0.2160847711005831, 0.22906370005471918, 0.1926794533322497, 0.1725026056412759, 0.14986790273247697, 0.12818405836578306, 0.12428701790125389, 0.11726284264851876, 0.07366398742831334, 0.08094153546281461, 0.07058798633402259, 0.13418114029166356, 0.05498205558926897, 0.04620691089497168, 0.05455074888328469, 0.05312163587498698, 0.03770272183900215, 0.01723598633226522, 0.016074027031152772, 0.08112366727365908, 0.028840507607390285]","[0.7390243902439024, 0.8398373983739837, 0.8585365853658536, 0.8861788617886179, 0.9195121951219513, 0.9211382113821138, 0.9317073170731708, 0.9365853658536586, 0.948780487804878, 0.9560975609756097, 0.9520325203252032, 0.9520325203252032, 0.9707317073170731, 0.9666666666666667, 0.9764227642276423, 0.9528455284552846, 0.9796747967479674, 0.9821138211382113, 0.9804878048780488, 0.9788617886178862, 0.9886178861788618, 0.9926829268292683, 0.9934959349593496, 0.967479674796748, 0.9910569105691057]","[0.8116883116883117, 0.8214285714285714, 0.8733766233766234, 0.8896103896103896, 0.9123376623376623, 0.775974025974026, 0.9188311688311688, 0.8733766233766234, 0.9415584415584416, 0.9415584415584416, 0.948051948051948, 0.9415584415584416, 0.948051948051948, 0.9383116883116883, 0.9285714285714286, 0.9383116883116883, 0.9512987012987013, 0.948051948051948, 0.935064935064935, 0.935064935064935, 0.9577922077922078, 0.948051948051948, 0.9058441558441559, 0.9415584415584416, 0.9448051948051948]",0.9448051948051948,[0.98684211],[0.175],[0.98684211]
0.005,32,0.1,"[1.053191191684909, 0.3928816828785873, 0.3499690328913976, 0.32023576895395917, 0.29361700875972346, 0.2516132835934802, 0.23239759953041386, 0.1793988724307316, 0.18597747768328443, 0.14135018201257155, 0.164425575878562, 0.10904224415620169, 0.09547315948620075, 0.07556812295584174, 0.05445579669582165, 0.05069042934877117, 0.05870205137606074, 0.06926712290179439, 0.04609893514373438, 0.022887416618565717, 0.016079211968462914, 0.03032987990711884, 0.028123128753746066, 0.03249058743893373, 0.015268422381543531]","[0.7178861788617886, 0.8032520325203252, 0.8252032520325203, 0.8471544715447155, 0.8707317073170732, 0.8975609756097561, 0.9032520325203252, 0.926829268292683, 0.9284552845528455, 0.9479674796747968, 0.9260162601626016, 0.9626016260162602, 0.9634146341463414, 0.9715447154471545, 0.9845528455284552, 0.9796747967479674, 0.9764227642276423, 0.9804878048780488, 0.9869918699186991, 0.991869918699187, 0.9926829268292683, 0.9869918699186991, 0.9910569105691057, 0.9853658536585366, 0.9959349593495935]","[0.7467532467532467, 0.75, 0.8344155844155844, 0.8506493506493507, 0.8636363636363636, 0.75, 0.7792207792207793, 0.8409090909090909, 0.9318181818181818, 0.9415584415584416, 0.922077922077922, 0.9448051948051948, 0.9318181818181818, 0.9188311688311688, 0.8928571428571429, 0.9383116883116883, 0.935064935064935, 0.8798701298701299, 0.9512987012987013, 0.9448051948051948, 0.9545454545454546, 0.9383116883116883, 0.9545454545454546, 0.9545454545454546, 0.948051948051948]",0.948051948051948,[0.98684211],[0.1625],[0.98684211]
0.005,32,0.2,"[0.6880019888160674, 0.3787447881407854, 0.331078419210465, 0.25934474516690265, 0.2898445097653846, 0.23141838094083275, 0.19868151971964332, 0.19768121930641858, 0.14236592282124652, 0.11368003062055848, 0.10722963373835494, 0.09460373714687378, 0.07751342176906462, 0.033852862065461106, 0.11353256517067188, 0.08100997963087346, 0.038772113460714255, 0.010589175512332741, 0.006755724039302128, 0.03637134913975994, 0.07834542323891983, 0.01658721371531123, 0.0045585106415163, 0.0012445554156632474, 0.0009638601819874825]","[0.7658536585365854, 0.8203252032520325, 0.8520325203252033, 0.8991869918699187, 0.8878048780487805, 0.9048780487804878, 0.9333333333333333, 0.9170731707317074, 0.9439024390243902, 0.9544715447154472, 0.9585365853658536, 0.9626016260162602, 0.9699186991869919, 0.9886178861788618, 0.9552845528455285, 0.9691056910569106, 0.9845528455284552, 0.9967479674796748, 0.9983739837398374, 0.9869918699186991, 0.9707317073170731, 0.9934959349593496, 0.9991869918699187, 1.0, 1.0]","[0.7727272727272727, 0.775974025974026, 0.8668831168831169, 0.8831168831168831, 0.9058441558441559, 0.9090909090909091, 0.9188311688311688, 0.9025974025974026, 0.9188311688311688, 0.9577922077922078, 0.9545454545454546, 0.9383116883116883, 0.9383116883116883, 0.9383116883116883, 0.9123376623376623, 0.9155844155844156, 0.948051948051948, 0.9545454545454546, 0.9318181818181818, 0.9285714285714286, 0.9545454545454546, 0.9642857142857143, 0.948051948051948, 0.9577922077922078, 0.9545454545454546]",0.9545454545454546,[0.96052632],[0.0625],[0.96052632]
0.005,32,0.3,"[0.757215469009508, 0.36149701480943014, 0.3235299105082101, 0.2735694948735276, 0.23481811073616268, 0.23725611300972418, 0.21796955371775278, 0.15858094214908475, 0.1543511410917693, 0.12697819568277374, 0.15393909841049008, 0.08942011529049737, 0.10883081880042224, 0.06938147266221241, 0.06556426905156151, 0.05839280151436484, 0.05448472889034244, 0.027287739254837115, 0.0253334765654716, 0.04499180633991169, 0.048475960690179856, 0.06488063107055377, 0.03226021894715666, 0.024340627519735626, 0.03328665525962909]","[0.740650406504065, 0.8341463414634146, 0.8390243902439024, 0.8747967479674796, 0.9073170731707317, 0.9008130081300812, 0.9154471544715447, 0.9406504065040651, 0.9365853658536586, 0.948780487804878, 0.9455284552845529, 0.9658536585365853, 0.9577235772357724, 0.9723577235772358, 0.973170731707317, 0.9788617886178862, 0.9804878048780488, 0.9902439024390244, 0.9910569105691057, 0.9829268292682927, 0.983739837398374, 0.973170731707317, 0.9902439024390244, 0.9934959349593496, 0.9869918699186991]","[0.7597402597402597, 0.8181818181818182, 0.8441558441558441, 0.8798701298701299, 0.8668831168831169, 0.8344155844155844, 0.9318181818181818, 0.827922077922078, 0.9090909090909091, 0.922077922077922, 0.9253246753246753, 0.9058441558441559, 0.935064935064935, 0.935064935064935, 0.948051948051948, 0.9155844155844156, 0.9025974025974026, 0.9675324675324676, 0.9545454545454546, 0.9253246753246753, 0.9448051948051948, 0.948051948051948, 0.935064935064935, 0.9577922077922078, 0.9318181818181818]",0.9318181818181818,[0.93859649],[0.0875],[0.93859649]
0.005,32,0.4,"[0.7367281924418317, 0.3737615587023216, 0.2817072122319927, 0.2883530516934589, 0.24564537313895496, 0.19766191835325908, 0.16256069883825333, 0.12892891466617584, 0.1268811938481602, 0.12470508077280308, 0.09400597540585975, 0.07678540336664735, 0.06725166525646317, 0.05888934646680103, 0.10320511512397751, 0.03838747927116427, 0.06365823874446919, 0.023370030637436767, 0.023106046749479553, 0.02522666430653535, 0.05967514931671018, 0.03991234531414097, 0.015618183340392704, 0.01476678652934942, 0.010512429980629283]","[0.7317073170731707, 0.8341463414634146, 0.8902439024390244, 0.8829268292682927, 0.8975609756097561, 0.9252032520325203, 0.9382113821138212, 0.9504065040650407, 0.9577235772357724, 0.9504065040650407, 0.9577235772357724, 0.973170731707317, 0.9764227642276423, 0.9804878048780488, 0.9601626016260163, 0.9804878048780488, 0.975609756097561, 0.991869918699187, 0.9951219512195122, 0.9910569105691057, 0.9772357723577236, 0.983739837398374, 0.9943089430894309, 0.9951219512195122, 0.9975609756097561]","[0.7532467532467533, 0.7727272727272727, 0.8798701298701299, 0.775974025974026, 0.8863636363636364, 0.9058441558441559, 0.9123376623376623, 0.9155844155844156, 0.9058441558441559, 0.9285714285714286, 0.9415584415584416, 0.9318181818181818, 0.9512987012987013, 0.8246753246753247, 0.9253246753246753, 0.9383116883116883, 0.948051948051948, 0.9448051948051948, 0.9707792207792207, 0.8928571428571429, 0.9512987012987013, 0.948051948051948, 0.961038961038961, 0.9545454545454546, 0.9253246753246753]",0.9253246753246753,[0.99561404],[0.275],[0.99561404]
0.005,64,0.1,"[1.2413743559422532, 0.3982201562664373, 0.3710992061752614, 0.3186750171630363, 0.2848951332937411, 0.2565419585724187, 0.2363923574608516, 0.1847128861318759, 0.19330814819994982, 0.1784040589158128, 0.161306084753052, 0.15281802736283318, 0.10677478044498258, 0.08369170776227626, 0.061227970128136924, 0.05567683124142449, 0.04138088347466012, 0.11496274984343265, 0.06792197838062193, 0.03158190281895118, 0.06461595805679879, 0.026292913318498104, 0.03478074065765472, 0.01492907049482673, 0.008936553217500932]","[0.7138211382113822, 0.7886178861788617, 0.8300813008130081, 0.865040650406504, 0.8699186991869918, 0.8878048780487805, 0.9073170731707317, 0.9308943089430894, 0.9243902439024391, 0.9300813008130081, 0.926829268292683, 0.9439024390243902, 0.9617886178861789, 0.9707317073170731, 0.9804878048780488, 0.9788617886178862, 0.989430894308943, 0.9544715447154472, 0.9788617886178862, 0.9869918699186991, 0.9764227642276423, 0.991869918699187, 0.989430894308943, 0.9959349593495935, 0.9975609756097561]","[0.75, 0.788961038961039, 0.827922077922078, 0.8409090909090909, 0.7954545454545454, 0.8928571428571429, 0.9123376623376623, 0.8831168831168831, 0.9058441558441559, 0.775974025974026, 0.9318181818181818, 0.9253246753246753, 0.935064935064935, 0.9188311688311688, 0.8831168831168831, 0.935064935064935, 0.8993506493506493, 0.9155844155844156, 0.961038961038961, 0.9285714285714286, 0.935064935064935, 0.8798701298701299, 0.948051948051948, 0.9415584415584416, 0.9577922077922078]",0.9577922077922078,[0.98684211],[0.125],[0.98684211]
0.005,64,0.2,"[0.9601949782875495, 0.40732888894352487, 0.3350445631558333, 0.295075112532794, 0.2599078936305472, 0.2620853385305017, 0.20546428483676135, 0.22199316980635247, 0.17582438246203147, 0.14101383463153994, 0.12764813267603153, 0.11583935928538563, 0.08526135893553738, 0.06647476282243321, 0.06314109425416323, 0.08267849376046561, 0.0414115003560011, 0.040825442405705285, 0.04380096346139908, 0.03165940912213267, 0.04094439202813598, 0.05186401356041916, 0.06521834060398302, 0.041909003693883014, 0.1396547876783018]","[0.7357723577235772, 0.7959349593495935, 0.8406504065040651, 0.8780487804878049, 0.8926829268292683, 0.8886178861788618, 0.9195121951219513, 0.9113821138211382, 0.9284552845528455, 0.9414634146341463, 0.9512195121951219, 0.9552845528455285, 0.9691056910569106, 0.9764227642276423, 0.973170731707317, 0.9699186991869919, 0.9869918699186991, 0.9869918699186991, 0.9853658536585366, 0.989430894308943, 0.9845528455284552, 0.9821138211382113, 0.9747967479674797, 0.983739837398374, 0.9520325203252032]","[0.7532467532467533, 0.788961038961039, 0.8376623376623377, 0.8863636363636364, 0.7792207792207793, 0.9090909090909091, 0.8214285714285714, 0.8928571428571429, 0.9285714285714286, 0.9448051948051948, 0.922077922077922, 0.935064935064935, 0.9155844155844156, 0.8993506493506493, 0.9025974025974026, 0.948051948051948, 0.9383116883116883, 0.9577922077922078, 0.9448051948051948, 0.9512987012987013, 0.9318181818181818, 0.9415584415584416, 0.9415584415584416, 0.8928571428571429, 0.9383116883116883]",0.9383116883116883,[1.],[0.2375],[1.]
0.005,64,0.3,"[1.0957005213915818, 0.4383414268978243, 0.39515292596041673, 0.34518328900259687, 0.3252876357334416, 0.30735764663393905, 0.273643773648797, 0.23539040367293165, 0.2577170198041249, 0.21048081173160213, 0.192250361953809, 0.15820737982668528, 0.14934214394751602, 0.13041924267280391, 0.14099902040590115, 0.09324578071028236, 0.09491454055154226, 0.11505445854329481, 0.08088506870274621, 0.09193950099189108, 0.1649287711192922, 0.083161132534345, 0.06014493028860449, 0.07010098491015473, 0.03152449804592908]","[0.6926829268292682, 0.7739837398373983, 0.7967479674796748, 0.8260162601626017, 0.8560975609756097, 0.8569105691056911, 0.8861788617886179, 0.9016260162601626, 0.8959349593495934, 0.9154471544715447, 0.932520325203252, 0.9357723577235773, 0.9439024390243902, 0.9520325203252032, 0.9422764227642276, 0.967479674796748, 0.9658536585365853, 0.9552845528455285, 0.9747967479674797, 0.9707317073170731, 0.9382113821138212, 0.9715447154471545, 0.9788617886178862, 0.9788617886178862, 0.9869918699186991]","[0.75, 0.7532467532467533, 0.7954545454545454, 0.7532467532467533, 0.8376623376623377, 0.7532467532467533, 0.8668831168831169, 0.775974025974026, 0.814935064935065, 0.9123376623376623, 0.9415584415584416, 0.9155844155844156, 0.8603896103896104, 0.9285714285714286, 0.935064935064935, 0.9155844155844156, 0.9448051948051948, 0.9512987012987013, 0.9285714285714286, 0.9188311688311688, 0.9253246753246753, 0.9545454545454546, 0.9285714285714286, 0.9512987012987013, 0.9253246753246753]",0.9253246753246753,[0.92982456],[0.0875],[0.92982456]
0.005,64,0.4,"[1.1070554612128716, 0.4195031501413361, 0.3708334603445317, 0.32341053379260426, 0.29711237011886227, 0.2817046581487346, 0.2570387749289109, 0.22927699471876872, 0.21282332314223779, 0.1752384878392142, 0.15790546429835683, 0.15324616679331152, 0.22130539846129535, 0.13785470415785062, 0.11378094127507714, 0.1213185883149868, 0.10585026864598437, 0.09011207479165821, 0.06769356577301291, 0.06477701189980759, 0.046815946007647165, 0.031567104390966216, 0.037708833571371995, 0.08311710343128298, 0.039504967451216726]","[0.7048780487804878, 0.7764227642276422, 0.8170731707317073, 0.848780487804878, 0.8715447154471545, 0.8739837398373984, 0.8967479674796748, 0.908130081300813, 0.9065040650406504, 0.9211382113821138, 0.9414634146341463, 0.9341463414634147, 0.9105691056910569, 0.9455284552845529, 0.959349593495935, 0.9552845528455285, 0.9560975609756097, 0.9642276422764228, 0.973170731707317, 0.9780487804878049, 0.9853658536585366, 0.9853658536585366, 0.9853658536585366, 0.9650406504065041, 0.9845528455284552]","[0.6883116883116883, 0.7987012987012987, 0.827922077922078, 0.8636363636363636, 0.775974025974026, 0.762987012987013, 0.814935064935065, 0.9155844155844156, 0.8441558441558441, 0.9188311688311688, 0.8733766233766234, 0.8896103896103896, 0.8831168831168831, 0.9415584415584416, 0.9545454545454546, 0.9448051948051948, 0.9545454545454546, 0.9383116883116883, 0.9318181818181818, 0.9415584415584416, 0.948051948051948, 0.9545454545454546, 0.8766233766233766, 0.948051948051948, 0.9383116883116883]",0.9383116883116883,[0.95614035],[0.1125],[0.95614035]
0.005,128,0.1,"[1.356908753877733, 0.42931915657307074, 0.3960261679761778, 0.36182965330961275, 0.3323960120600413, 0.31260352146819353, 0.2836984117341235, 0.2704139354510036, 0.2302423177695856, 0.20980266732413594, 0.16845052627528587, 0.1391501389867891, 0.14130353307336327, 0.1447403799833321, 0.09318942650546873, 0.08451708745423371, 0.05480501957055999, 0.05425986658509185, 0.09210340131104477, 0.07144210343438435, 0.03361655602731356, 0.04036379452885651, 0.03480178610823019, 0.0272760632319179, 0.021668009735961877]","[0.7032520325203252, 0.7642276422764228, 0.7772357723577236, 0.802439024390244, 0.8585365853658536, 0.8634146341463415, 0.875609756097561, 0.8878048780487805, 0.9032520325203252, 0.9170731707317074, 0.9292682926829269, 0.9455284552845529, 0.9439024390243902, 0.9382113821138212, 0.9666666666666667, 0.967479674796748, 0.9821138211382113, 0.9788617886178862, 0.9650406504065041, 0.973170731707317, 0.989430894308943, 0.983739837398374, 0.9861788617886179, 0.9886178861788618, 0.9934959349593496]","[0.7402597402597403, 0.7532467532467533, 0.7662337662337663, 0.8246753246753247, 0.8116883116883117, 0.8116883116883117, 0.7142857142857143, 0.8571428571428571, 0.8863636363636364, 0.9058441558441559, 0.8051948051948052, 0.935064935064935, 0.7922077922077922, 0.9512987012987013, 0.9318181818181818, 0.9383116883116883, 0.9415584415584416, 0.9123376623376623, 0.9512987012987013, 0.9285714285714286, 0.961038961038961, 0.8993506493506493, 0.948051948051948, 0.961038961038961, 0.9415584415584416]",0.9415584415584416,[0.98684211],[0.1875],[0.98684211]
0.005,128,0.2,"[1.1926740753456828, 0.5187742103890675, 0.37688055314668795, 0.3502770210184702, 0.3342477105012754, 0.31262490424683426, 0.28797366328355745, 0.269960992656103, 0.2296933297703906, 0.22717147438022178, 0.20831810427390463, 0.18332555180158072, 0.1444306778592792, 0.12138142755361107, 0.11631379912539226, 0.0842641852735504, 0.08705158616469158, 0.06894473750901416, 0.054784745353508774, 0.058972738307666, 0.047644992657308656, 0.042237728585799536, 0.08594416886931512, 0.048691766606113775, 0.056118819032742726]","[0.7178861788617886, 0.7878048780487805, 0.8333333333333334, 0.8365853658536585, 0.8455284552845529, 0.8609756097560975, 0.8691056910569106, 0.8869918699186992, 0.9024390243902439, 0.9097560975609756, 0.9203252032520325, 0.9292682926829269, 0.948780487804878, 0.9658536585365853, 0.9658536585365853, 0.973170731707317, 0.9682926829268292, 0.9764227642276423, 0.9804878048780488, 0.9804878048780488, 0.9845528455284552, 0.9878048780487805, 0.9658536585365853, 0.9796747967479674, 0.9772357723577236]","[0.7402597402597403, 0.7824675324675324, 0.8181818181818182, 0.814935064935065, 0.8311688311688312, 0.814935064935065, 0.8246753246753247, 0.8733766233766234, 0.8798701298701299, 0.8246753246753247, 0.9188311688311688, 0.8993506493506493, 0.9285714285714286, 0.9155844155844156, 0.9090909090909091, 0.9123376623376623, 0.8896103896103896, 0.9123376623376623, 0.8733766233766234, 0.9090909090909091, 0.9415584415584416, 0.8668831168831169, 0.9058441558441559, 0.9577922077922078, 0.935064935064935]",0.935064935064935,[0.98684211],[0.2125],[0.98684211]
0.005,128,0.3,"[1.4782733199073048, 0.572229074850315, 0.45138185150255034, 0.41822541380316264, 0.3982470753231669, 0.35901251658191524, 0.3371319776143485, 0.3125136086611244, 0.29512526247559523, 0.29723927000673805, 0.2645830063315911, 0.2583821325040445, 0.22188059491355244, 0.20281645859160075, 0.21205302467191123, 0.1757732727905599, 0.1703168909966461, 0.14323003321159178, 0.1740755119459416, 0.12197241829178197, 0.0810727846574008, 0.07717480617083185, 0.06748646687928254, 0.06241960165704169, 0.08474877903131935]","[0.6455284552845528, 0.7634146341463415, 0.7666666666666667, 0.7804878048780488, 0.7902439024390244, 0.8292682926829268, 0.8455284552845529, 0.8626016260162601, 0.8853658536585366, 0.8723577235772357, 0.8821138211382114, 0.8902439024390244, 0.9113821138211382, 0.9097560975609756, 0.9138211382113821, 0.926829268292683, 0.9292682926829269, 0.9528455284552846, 0.9292682926829269, 0.9544715447154472, 0.9715447154471545, 0.9723577235772358, 0.9788617886178862, 0.9764227642276423, 0.9682926829268292]","[0.7402597402597403, 0.7305194805194806, 0.7402597402597403, 0.75, 0.8116883116883117, 0.827922077922078, 0.801948051948052, 0.8409090909090909, 0.8246753246753247, 0.8538961038961039, 0.8214285714285714, 0.8603896103896104, 0.8798701298701299, 0.8051948051948052, 0.8896103896103896, 0.9253246753246753, 0.9253246753246753, 0.935064935064935, 0.9415584415584416, 0.9318181818181818, 0.9448051948051948, 0.9318181818181818, 0.9545454545454546, 0.9383116883116883, 0.9318181818181818]",0.9318181818181818,[0.96052632],[0.15],[0.96052632]
